Segment,Source,Target,RAG adheres?,SPA obviously adheres?,SPA adheres?,Agreement?,RAG suggestion,SPA suggestion,Agreement on suggestion,RAG Terms,SPA Terms
1487,"They had no word from him the next day, nor the next, nor the next.","Am nächsten Tag hörten sie nichts mehr von ihm, auch nicht am nächsten Tag und auch nicht am nächsten Tag.",TRUE,TRUE,TRUE,TRUE,,,TRUE,three times → dreimal (note: phrase crucial for the cap's power: 'dreimal gehorchen'.) | orphan → Waise | Uncle Henry → Onkel Henry | north wind → Nordwind | Mr. Joker → Mr. Joker | holiday → Feiertag | whirlwind → Wirbelsturm | desert → Wüste,
1488,"The waiting was tiresome and wearing, and at last they grew vexed that Oz should treat them in so poor a fashion, after sending them to undergo hardships and slavery.","Das Warten war ermüdend und zermürbend, und schließlich ärgerten sie sich darüber, dass Oz sie so schlecht behandelte, nachdem er sie in die Mühsal und Sklaverei geschickt hatte.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great Oz → großen Oz | Wizard Oz → Zauberer Oz | land of the Winkies → Land der Winkies (note: see also Country of the West) | land of Oz → Land Oz (note: German uses 'Land Oz' without 'of') | Oz → Oz | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name),
1489,"So the Scarecrow at last asked the green girl to take another message to Oz, saying if he did not let them in to see him at once they would call the Winged Monkeys to help them, and find out whether he kept his promises or not.","Schließlich bat die Vogelscheuche das grüne Mädchen, Oz eine weitere Nachricht zu überbringen. Wenn er sie nicht sofort zu ihm hereinlasse, würden sie die Geflügelten Affen zu Hilfe rufen, um herauszufinden, ob er sein Versprechen halte oder nicht.",TRUE,TRUE,TRUE,TRUE,,,TRUE,King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Scarecrow → Vogelscheuche | Great Oz → großen Oz | Good Witch of the North → Gute Hexe des Nordens | Wizard Oz → Zauberer Oz | castle of Glinda → Glindas Schloß | Glinda → Glinda | land of the Winkies → Land der Winkies (note: see also Country of the West),
1490,When the Wizard was given this message he was so frightened that he sent word for them to come to the Throne Room at four minutes after nine o’clock the next morning.,"Als der Zauberer diese Nachricht erhielt, war er so erschrocken, dass er sie am nächsten Morgen um vier Minuten nach neun Uhr in den Thronsaal rufen ließ.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great Wizard → Großer Zauberer | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Wizard Oz → Zauberer Oz | throne room → Thronsaal | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | castle of Glinda → Glindas Schloß | Great Oz → großen Oz | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text),
1491,"He had once met the Winged Monkeys in the Land of the West, and he did not wish to meet them again.","Er war den Geflügelten Affen schon einmal im Land des Westens begegnet, und er wollte ihnen nicht noch einmal begegnen.",TRUE,TRUE,TRUE,TRUE,,,FALSE,King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | land of the Winkies → Land der Winkies (note: see also Country of the West) | Good Witch of the North → Gute Hexe des Nordens | Wicked Witch of the West → Böse Hexe des Westens | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Witch of the East → Ost-Hexe | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | country of the quadlings → Land der Quadlinge,
1492,"The four travelers passed a sleepless night, each thinking of the gift Oz had promised to bestow on him.","Die vier Reisenden verbrachten eine schlaflose Nacht und jeder dachte an das Geschenk, das Oz ihm versprochen hatte.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great Oz → großen Oz | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Wizard Oz → Zauberer Oz | land of the Winkies → Land der Winkies (note: see also Country of the West) | Oz → Oz | land of Oz → Land Oz (note: German uses 'Land Oz' without 'of') | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | country of the quadlings → Land der Quadlinge,
1493,"Dorothy fell asleep only once, and then she dreamed she was in Kansas, where Aunt Em was telling her how glad she was to have her little girl at home again.","Dorothy schlief nur einmal ein, und dann träumte sie, sie sei in Kansas, wo Tante Em ihr sagte, wie froh sie sei, dass ihr kleines Mädchen wieder zu Hause sei.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Dorothy → Dorothy | Aunt Em → Tante Em | Good Witch of the North → Gute Hexe des Nordens | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Glinda → Glinda | Witch of the East → Ost-Hexe | land of Oz → Land Oz (note: German uses 'Land Oz' without 'of') | Wizard Oz → Zauberer Oz,
1494,"Promptly at nine o’clock the next morning the green-whiskered soldier came to them, and four minutes later they all went into the Throne Room of the Great Oz.","Pünktlich um neun Uhr am nächsten Morgen kam der grünbärtige Soldat zu ihnen, und vier Minuten später betraten sie alle den Thronsaal des Großen Oz.",FALSE,TRUE,TRUE,FALSE,"Pünktlich um neun Uhr am nächsten Morgen kam der Soldat mit dem grünen Bart zu ihnen, und vier Minuten später betraten sie alle den Thronsaal des großen Oz.",,FALSE,Great Oz ⭢ großen Oz | The Wonderful Wizard of Oz ⭢ Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Wizard Oz ⭢ Zauberer Oz | soldier with the green whiskers ⭢ Soldat mit dem grünen Bart | the Wonderful Wizard ⭢ Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | houses of the Munchkins ⭢ Häuser der Munchkins | land of the Winkies ⭢ Land der Winkies (note: see also Country of the West) | castle of Glinda ⭢ Glindas Schloß,
1495,"Of course each one of them expected to see the Wizard in the shape he had taken before, and all were greatly surprised when they looked about and saw no one at all in the room.","Natürlich erwartete jeder von ihnen, den Zauberer in der Gestalt zu sehen, die er zuvor angenommen hatte, und alle waren sehr überrascht, als sie sich umschauten und niemanden im Raum sahen.",TRUE,TRUE,TRUE,TRUE,,,TRUE,the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Great Wizard → Großer Zauberer | Wizard Oz → Zauberer Oz | Great Oz → großen Oz | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | houses of the Munchkins → Häuser der Munchkins | Glinda → Glinda | castle of Glinda → Glindas Schloß,
1496,"They kept close to the door and closer to one another, for the stillness of the empty room was more dreadful than any of the forms they had seen Oz take.","Sie hielten sich dicht an der Tür und noch dichter beieinander, denn die Stille des leeren Raumes war schrecklicher als alle Formen, die sie von Oz gesehen hatten.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great Oz → großen Oz | houses of the Munchkins → Häuser der Munchkins | Scarecrow → Vogelscheuche | Good Witch of the North → Gute Hexe des Nordens | Oz → Oz | Wizard Oz → Zauberer Oz | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Quadlings → Quadlinge,
1497,"Presently they heard a solemn Voice, that seemed to come from somewhere near the top of the great dome, and it said:","Plötzlich hörten sie eine feierliche Stimme, die von irgendwoher aus der Nähe der großen Kuppel zu kommen schien und die sagte:",TRUE,TRUE,TRUE,TRUE,,,TRUE,"voice → Stimme | Great Oz → großen Oz | throne room → Thronsaal | Great Wizard → Großer Zauberer | Great and Terrible → Große und Schreckliche | roof → Dach | bells → Glöckchen (note: Be careful: English 'bells' = German 'Glöckchen', not 'Bellen' (barking). In text bells are ‚Glöckchen‘ though German omitted explicit word; translator should use ‚Glöckchen’.) | Glinda → Glinda",
1498,"“I am Oz, the Great and Terrible.","""Ich bin Oz, der Große und Schreckliche.",FALSE,TRUE,TRUE,FALSE,"Ich bin Oz, der große und schreckliche.",,TRUE,Great Oz ⭢ großen Oz | Wizard Oz ⭢ Zauberer Oz | the Wonderful Wizard ⭢ Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | The Wonderful Wizard of Oz ⭢ Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | King of the Winged Monkeys ⭢ König der Geflügelten Affen (note: full title appears in German.) | Oz ⭢ Oz | Wicked Witch of the West ⭢ Böse Hexe des Westens | land of Oz ⭢ Land Oz (note: German uses 'Land Oz' without 'of'),
1499,Why do you seek me?”,"Warum suchst du mich?""",TRUE,TRUE,TRUE,TRUE,,,TRUE,voice → Stimme | Great Oz → großen Oz | mark upon your forehead → Zeichen auf deiner Stirn (note: English 'mark' = German 'Zeichen') | Mr. Joker → Mr. Joker | meeting → Versammlung | mender’s shop → Werkstatt | king of the forest → König des Waldes | Wicked Witch of the West → Böse Hexe des Westens,
1500,"They looked again in every part of the room, and then, seeing no one, Dorothy asked, “Where are you?”","Sie sahen sich noch einmal überall im Zimmer um, und als sie niemanden sahen, fragte Dorothy: ""Wo bist du?""",TRUE,TRUE,TRUE,TRUE,,,TRUE,Dorothy → Dorothy | Glinda → Glinda | Good Witch of the North → Gute Hexe des Nordens | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Great Oz → großen Oz | Wizard Oz → Zauberer Oz | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name),
1501,"“I am everywhere,” answered the Voice, “but to the eyes of common mortals I am invisible.","""Ich bin überall"", antwortete die Stimme, ""aber für die Augen der gewöhnlichen Sterblichen bin ich unsichtbar.",TRUE,TRUE,TRUE,TRUE,,,TRUE,voice → Stimme | Great Oz → großen Oz | Great Wizard → Großer Zauberer | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Wizard Oz → Zauberer Oz | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Wicked Witch of the West → Böse Hexe des Westens,
1502,"I will now seat myself upon my throne, that you may converse with me.”","Ich werde mich jetzt auf meinen Thron setzen, damit ihr euch mit mir unterhalten könnt.""",TRUE,TRUE,TRUE,TRUE,,,TRUE,throne → Thron | throne room → Thronsaal | throne of rubies → Thron aus Rubinen | chair → Stuhl | ruby throne → Thron aus Rubinen | chairs of their hands → Sessel aus ihren Händen (phrase) (note: phrase used to describe how they carried Dorothy.) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | palace → Palast,
1503,"Indeed, the Voice seemed just then to come straight from the throne itself; so they walked toward it and stood in a row while Dorothy said:","In der Tat schien die Stimme in diesem Moment direkt vom Thron selbst zu kommen; so gingen sie darauf zu und stellten sich in einer Reihe auf, während Dorothy sprach:",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great Oz → großen Oz | Dorothy → Dorothy | Glinda → Glinda | Wizard Oz → Zauberer Oz | throne room → Thronsaal | voice → Stimme | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | yellow brick road → Straße mit gelben Ziegelsteinen (note: German: 'Die Straße zur Stadt der Smaragde ist mit gelben Ziegelsteinen gepflastert' — keep as 'gelbe Ziegelsteine' phrase),
1504,"“We have come to claim our promise, O Oz.”","""Wir sind gekommen, um unser Versprechen einzufordern, oh Oz.""",TRUE,TRUE,TRUE,TRUE,,,FALSE,Great Oz → großen Oz | Oz → Oz | land of Oz → Land Oz (note: German uses 'Land Oz' without 'of') | Wizard Oz → Zauberer Oz | land of the Winkies → Land der Winkies (note: see also Country of the West) | Emerald City → Smaragdstadt | Glinda → Glinda | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text),
1505,“What promise?” asked Oz.,"""Welches Versprechen?"", fragte Oz.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great Oz → großen Oz | Oz → Oz | land of Oz → Land Oz (note: German uses 'Land Oz' without 'of') | Wizard Oz → Zauberer Oz | Glinda → Glinda | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | land of the Winkies → Land der Winkies (note: see also Country of the West) | Good Witch of the North → Gute Hexe des Nordens,
1506,"“You promised to send me back to Kansas when the Wicked Witch was destroyed,” said the girl.","""Du hast versprochen, mich nach Kansas zurückzuschicken, wenn die Böse Hexe vernichtet ist"", sagte das Mädchen.",FALSE,TRUE,TRUE,FALSE,"""Du hast versprochen, mich nach Kansas zurückzuschicken, als die Böse Hexe vernichtet wurde"", sagte das Mädchen.",,FALSE,Good Witch of the North ⭢ Gute Hexe des Nordens | Witch of the East ⭢ Ost-Hexe | Wicked Witch of the West ⭢ Böse Hexe des Westens | Wicked Witch of the East ⭢ Böse Hexe des Ostens | Witch of the West ⭢ West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Glinda ⭢ Glinda | Witch of the North ⭢ Hexe des Nordens | The Wonderful Wizard of Oz ⭢ Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text),
1507,"“And you promised to give me brains,” said the Scarecrow.","""Und du hast versprochen, mir Hirn zu geben"", sagte die Vogelscheuche.",TRUE,TRUE,TRUE,TRUE,,"""Und du hast versprochen, mir Verstand zu geben"", sagte die Vogelscheuche.",FALSE,Scarecrow → Vogelscheuche | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | bran-new brains → nagelneuen Verstand (adjective) (note: wordplay in English rendered as adjective + noun in German) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Glinda → Glinda | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Good Witch of the North → Gute Hexe des Nordens | Great Oz → großen Oz,"1. term: ""brain"" → preferred: ""Verstand"" (part of speech: noun) (note: also when plural as 'brains')"
1508,"“And you promised to give me a heart,” said the Tin Woodman.","""Und du hast versprochen, mir ein Herz zu schenken"", sagte der Blechmann.",FALSE,TRUE,TRUE,FALSE,"""Und du hast versprochen, mir ein Herz zu schenken"", sagte der Blechholzfäller.","""Und du hast versprochen, mir ein Herz zu schenken"", sagte der Blechholzfäller.",FALSE,Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | land of the Winkies → Land der Winkies (note: see also Country of the West) | Good Witch of the North → Gute Hexe des Nordens | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Wizard Oz → Zauberer Oz,"1. term: ""Tin Woodman"" → preferred: ""Blechholzfäller"" (part of speech: noun) (note: proper name/capitalization — appears as title and as character name)"
1509,"“And you promised to give me courage,” said the Cowardly Lion.","""Und du hast versprochen, mir Mut zu machen"", sagte der Feige Löwe.",FALSE,TRUE,TRUE,FALSE,"""Und du hast versprochen, mir Mut zu geben"", sagte der Feige Löwe.",,FALSE,Cowardly Lion ⭢ Feige Löwe (adjective) (note: title/capition uses adjective before noun) | King of the Winged Monkeys ⭢ König der Geflügelten Affen (note: full title appears in German.) | courage ⭢ Mut | The Wonderful Wizard of Oz ⭢ Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Good Witch of the North ⭢ Gute Hexe des Nordens | Great Oz ⭢ großen Oz | Tin Woodman ⭢ Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Glinda ⭢ Glinda,
1510,"“Is the Wicked Witch really destroyed?” asked the Voice, and Dorothy thought it trembled a little.","""Ist die Böse Hexe wirklich vernichtet?"", fragte die Stimme, und Dorothy glaubte, dass sie ein wenig zitterte.",FALSE,TRUE,TRUE,FALSE,"„Ist die Böse Hexe wirklich vernichtet?“, fragte die Stimme, und Dorothy meinte, sie habe ein wenig gezittert.",,FALSE,Wicked Witch of the West ⭢ Böse Hexe des Westens | Wicked Witch of the East ⭢ Böse Hexe des Ostens | Wicked Witch ⭢ Böse Hexe | Witch of the East ⭢ Ost-Hexe | Good Witch of the North ⭢ Gute Hexe des Nordens | Witch of the West ⭢ West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Dorothy ⭢ Dorothy | Wizard Oz ⭢ Zauberer Oz,
1511,"“Yes,” she answered, “I melted her with a bucket of water.”","""Ja"", antwortete sie, ""ich habe sie mit einem Eimer Wasser zum Schmelzen gebracht.""",FALSE,TRUE,TRUE,FALSE,"„Ja“, antwortete sie, „ich habe sie mit einem Eimer Wasser zerschmelzen lassen.“","„Ja“, antwortete sie, „ich habe sie mit einem Eimer Wasser zerschmolzen.“",FALSE,bucket of water → Eimer Wasser (note: used when Dorothy throws water over the Witch) | melt → zerschmelzen (note: German uses 'zerschmelzen' to describe Witch's end) | Wicked Witch → Böse Hexe | Wicked Witch of the West → Böse Hexe des Westens | water → Wasser | Wicked Witch of the East → Böse Hexe des Ostens | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Witch of the East → Ost-Hexe,"1. term: ""melt"" → preferred: ""zerschmelzen"" (part of speech: verb) (note: German uses 'zerschmelzen' to describe Witch's end)"
1512,"“Dear me,” said the Voice, “how sudden!","""Du liebe Zeit"", sagte die Stimme, ""wie plötzlich!",TRUE,TRUE,TRUE,TRUE,,,TRUE,voice → Stimme | howl → heulen (note: applies to wind sound) | lovely Lady → reizende Dame | Aunt Em → Tante Em | scream → aufschrie (note: verb form in German; base 'aufschreien' used in text) | shriek → Kreischen (note: wind shriek translated as 'Kreischen') | Great Oz → großen Oz | Great and Terrible → Große und Schreckliche,
1513,"Well, come to me tomorrow, for I must have time to think it over.”","Kommen Sie morgen zu mir, denn ich brauche Zeit, um darüber nachzudenken.""",TRUE,TRUE,TRUE,TRUE,,,TRUE,meeting → Versammlung | sleep → schlaf (note: German uses both noun/verb forms; translators should choose appropriate form (schlafen/Schlaf).) | Mr. Joker → Mr. Joker | Uncle Henry → Onkel Henry | Aunt Em → Tante Em | holiday → Feiertag | old time fairy tale → altes Märchen (note: Rendered as 'das alte Märchen' in German) | Glinda → Glinda,
1514,"“You’ve had plenty of time already,” said the Tin Woodman angrily.","""Du hattest schon genug Zeit"", sagte der Blechmann wütend.",FALSE,TRUE,TRUE,FALSE,"""Du hattest schon genug Zeit"", sagte der Blechholzfäller wütend.","""Du hattest schon genug Zeit“, sagte der Blechholzfäller wütend.",TRUE,Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | land of the Winkies → Land der Winkies (note: see also Country of the West) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Wicked Witch of the West → Böse Hexe des Westens | Great Oz → großen Oz | Glinda → Glinda | Wizard Oz → Zauberer Oz,"1. term: ""Tin Woodman"" → preferred: ""Blechholzfäller"" (part of speech: noun) (note: proper name/capitalization — appears as title and as character name)"
1515,"“We shan’t wait a day longer,” said the Scarecrow.","""Wir werden nicht einen Tag länger warten"", sagte die Vogelscheuche.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Scarecrow → Vogelscheuche | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | land of the Winkies → Land der Winkies (note: see also Country of the West) | Dorothy → Dorothy | Glinda → Glinda | Good Witch of the North → Gute Hexe des Nordens,
1516,“You must keep your promises to us!” exclaimed Dorothy.,"""Ihr müsst eure Versprechen uns gegenüber einhalten"", rief Dorothy aus.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Dorothy → Dorothy | Glinda → Glinda | Great Oz → großen Oz | Wizard Oz → Zauberer Oz | Good Witch of the North → Gute Hexe des Nordens | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Aunt Em → Tante Em | land of the Winkies → Land der Winkies (note: see also Country of the West),
1517,"The Lion thought it might be as well to frighten the Wizard, so he gave a large, loud roar, which was so fierce and dreadful that Toto jumped away from him in alarm and tipped over the screen that stood in a corner.","Der Löwe dachte, es wäre vielleicht ganz gut, den Zauberer zu erschrecken, und brüllte so laut und heftig, dass Toto vor Schreck von ihm wegsprang und den in der Ecke stehenden Schirm umwarf.",TRUE,TRUE,TRUE,TRUE,,"Der Löwe dachte, es wäre vielleicht ganz gut, den Zauberer zu erschrecken, und gab ein großes, lautes Brüllen von sich, das so heftig und schrecklich war, dass Toto vor Schreck von ihm wegsprang und den in der Ecke stehenden Schirm umwarf.",FALSE,Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Wizard Oz → Zauberer Oz | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Great Oz → großen Oz | Lion → Löwe | roar → brüllen,"1. term: ""roar"" → preferred: ""brüllen"" (part of speech: noun)"
1518,"As it fell with a crash they looked that way, and the next moment all of them were filled with wonder.","Als es krachend herunterfiel, blickten sie in diese Richtung, und im nächsten Moment waren sie alle von Staunen erfüllt.",TRUE,TRUE,TRUE,TRUE,,,TRUE,the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Great and Terrible → Große und Schreckliche | land of the Winkies → Land der Winkies (note: see also Country of the West) | castle of Glinda → Glindas Schloß | Great Oz → großen Oz | Wizard Oz → Zauberer Oz | houses of the Munchkins → Häuser der Munchkins,
1519,"For they saw, standing in just the spot the screen had hidden, a little old man, with a bald head and a wrinkled face, who seemed to be as much surprised as they were.","Denn sie sahen genau an der Stelle, die der Schirm verdeckt hatte, einen kleinen alten Mann mit Glatze und faltigem Gesicht stehen, der ebenso überrascht zu sein schien wie sie.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great Wizard → Großer Zauberer | Great Oz → großen Oz | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Wizard Oz → Zauberer Oz | houses of the Munchkins → Häuser der Munchkins | Witch of the East → Ost-Hexe | dwarf → Zwerge | Scarecrow → Vogelscheuche,
1520,"The Tin Woodman, raising his axe, rushed toward the little man and cried out, “Who are you?”","Der Blechmann hob seine Axt, stürzte auf den kleinen Mann zu und rief: ""Wer bist du?""",FALSE,TRUE,TRUE,FALSE,"Der Blechholzfäller hob seine Axt, stürzte auf den kleinen Mann zu und rief: ""Wer bist du?""","Der Blechholzfäller hob seine Axt, stürzte auf den kleinen Mann zu und rief: ""Wer bist du?""",TRUE,Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Woodman → Holzfäller | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Wizard Oz → Zauberer Oz | land of the Winkies → Land der Winkies (note: see also Country of the West) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun),"1. term: ""Tin Woodman"" → preferred: ""Blechholzfäller"" (part of speech: noun) (note: proper name/capitalization — appears as title and as character name)"
1521,"“I am Oz, the Great and Terrible,” said the little man, in a trembling voice.","""Ich bin Oz, der Große und Schreckliche"", sagte der kleine Mann mit zitternder Stimme.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great Oz → großen Oz | Wizard Oz → Zauberer Oz | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Wicked Witch of the West → Böse Hexe des Westens | Oz → Oz,
1522,“But don’t strike me—please don’t—and I’ll do anything you want me to.”,"""Aber schlagen Sie mich nicht - bitte nicht - und ich werde alles tun, was Sie von mir verlangen.""",TRUE,TRUE,TRUE,TRUE,,,TRUE,Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | knock the heels together → dreimal die Hacken zusammenzuschlagen (note: German phrasing includes 'dreimal' (three times) as part of the verb phrase) | bondage → Knechtschaft | mark upon your forehead → Zeichen auf deiner Stirn (note: English 'mark' = German 'Zeichen') | slave → Sklavin | mark of the Good Witch’s kiss → Zeichen des Kusses der Guten Hexe (note: protective mark on Dorothy's forehead) | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | bow → verneigen (note: also 'huldigen' used for paying homage),
1523,Our friends looked at him in surprise and dismay.,Unsere Freunde sahen ihn überrascht und bestürzt an.,TRUE,TRUE,TRUE,TRUE,,,TRUE,enemy → Feind | Uncle Henry → Onkel Henry | laugh → Lachen | Great and Terrible → Große und Schreckliche | green spectacles → grünen Brillen | spectacles → Brillen | blood-curdling incidents → grauenerregenden Ereignissen | charm → Zauberspruch,
1524,"“I thought Oz was a great Head,” said Dorothy.","""Ich dachte, Oz wäre ein großartiger Kopf"", sagte Dorothy.",FALSE,TRUE,TRUE,FALSE,"„Ich dachte, Oz wäre ein großer Kopf“, sagte Dorothy.",,FALSE,Great Oz ⭢ großen Oz | Dorothy ⭢ Dorothy | Wizard Oz ⭢ Zauberer Oz | Oz ⭢ Oz | The Wonderful Wizard of Oz ⭢ Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | the Wonderful Wizard ⭢ Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Glinda ⭢ Glinda | land of Oz ⭢ Land Oz (note: German uses 'Land Oz' without 'of'),
